7,8,p
10,11,p
52,10,c-1
10,52,p_c
12,13,p
54,12,c-1
12,54,p_c
14,15,p
56,14,c-1
14,56,p_c
16,10,s
16,17,p
40,16,l-1
52,16,d-1
52,16,p_d-1
58,16,c-1
16,58,p_c
16,65,p_u
16,65,u
18,12,s
18,19,p
41,18,l-1
54,18,d-1
54,18,p_d-1
60,18,c-1
18,60,p_c
18,63,p_u
18,63,u
20,14,s
20,21,p
37,20,l-1
56,20,d-1
56,20,p_d-1
20,56,p_u
20,56,u
22,16,s
22,18,s
22,23,p
29,22,l-1
38,22,l-1
22,44,p_u
22,44,u
58,22,d-1
58,22,p_d-1
60,22,d-1
60,22,p_d-1
22,62,p_u
22,62,u
37,15,p
63,37,c-1
37,63,p_c
65,37,c-1
37,65,p_c
38,17,p
38,19,p
38,37,s
63,38,d-1
63,38,p_d-1
65,38,d-1
65,38,p_d-1
40,11,p
40,15,p
41,13,p
41,15,p
29,44,c-1
44,29,p_c
58,44,n-1
60,44,n-1
44,45,c-1
56,46,n-1
46,47,c-1
54,48,n-1
48,49,c-1
52,50,n-1
50,51,c-1
52,11,p
52,53,k
65,52,c-1
65,52,n-1
53,52,a
54,13,p
54,55,k
63,54,c-1
63,54,n-1
55,54,a
56,15,p
37,56,c-1
56,37,p_c
56,57,k
57,56,a
58,17,p
58,59,k
62,58,c-1
59,58,a
60,19,p
60,61,k
62,60,c-1
61,60,a
62,17,p
62,19,p
38,62,c-1
62,38,p_c
63,13,p
63,15,p
41,63,c-1
63,41,p_c
63,64,k
64,63,a
64,65,a
65,11,p
65,15,p
40,65,c-1
65,40,p_c
65,64,k
