0,1433,c
0,1484,c
0,1756,c
0,2921,c
0,3191,c
0,3295,c
0,3308,c
0,3360,c
0,3373,c
0,3728,c
0,3841,c
0,4721,c
0,4882,c
0,5212,c
0,5478,c
0,5557,c
0,5579,c
0,5718,c
0,5725,c
0,5742,c
0,6022,c
0,6118,c
0,6354,c
0,6406,c
0,6642,c
0,6830,c
0,7025,c
0,7038,c
0,7082,c
0,7095,c
0,7180,c
0,7187,c
0,7203,c
0,7321,c
0,7342,c
0,7484,c
0,7497,c
0,7596,c
0,7617,c
0,8127,c
0,8148,c
0,8315,c
0,8328,c
0,8446,c
0,8467,c
0,8732,c
0,8948,c
0,9390,c
0,9794,c
0,10507,c
0,10538,c
0,11626,c
0,11633,c
0,11640,c
0,11693,c
0,11700,c
0,11707,c
0,11723,c
0,11831,c
0,11838,c
0,11845,c
0,11866,c
0,11899,c
0,11913,c
0,12140,c
0,12236,c
0,13022,c
0,13036,c
0,13132,c
0,13153,c
0,13320,c
0,13333,c
0,13451,c
0,13472,c
0,13737,c
0,13952,c
0,14575,c
0,14582,c
0,14597,c
0,14748,c
0,14761,c
0,15003,c
0,15108,c
0,15184,c
0,15197,c
0,15326,c
0,15398,c
0,15411,c
0,15463,c
0,15476,c
0,15819,c
0,15886,c
0,15911,c
0,16221,c
0,16929,c
0,17225,c
0,17808,c
0,17925,c
0,18224,c
0,18673,c
0,18687,c
0,18715,c
0,18791,c
0,18806,c
0,18851,c
0,18868,c
0,18979,c
0,18986,c
0,19002,c
0,19026,c
0,19039,c
0,19534,c
0,19541,c
0,19583,c
0,19629,c
0,19738,c
0,19745,c
0,19769,c
0,19794,c
0,19810,c
0,19854,c
0,19869,c
0,19908,c
0,19922,c
0,20055,c
0,20062,c
0,20078,c
0,20437,c
0,20920,c
0,20928,c
0,21027,c
0,21183,c
0,21190,c
0,21333,c
0,21340,c
0,21347,c
0,21354,c
0,21361,c
0,21368,c
0,21375,c
0,21382,c
0,21389,c
0,21396,c
0,21429,c
0,21454,c
0,21735,c
0,21773,c
0,21816,c
0,21823,c
0,21840,c
0,22076,c
0,22172,c
0,22381,c
0,22482,c
0,22518,c
0,22532,c
0,23188,c
0,23393,c
0,23400,c
0,23416,c
0,23574,c
0,23587,c
0,23744,c
0,23751,c
0,23783,c
0,23796,c
0,23987,c
0,24044,c
0,24247,c
0,24335,c
0,24342,c
0,24349,c
0,24483,c
0,24561,c
0,24568,c
0,24575,c
0,24601,c
0,24688,c
0,24757,c
0,24809,c
0,24839,c
0,24908,c
0,24924,c
0,24965,c
0,24980,c
0,25254,c
0,25279,c
0,25535,c
0,25542,c
0,25549,c
0,25556,c
0,25619,c
0,25626,c
0,25633,c
0,25674,c
0,25681,c
0,25688,c
0,25707,c
0,25766,c
0,25773,c
0,25788,c
0,25903,c
0,25916,c
0,26409,c
0,26422,c
0,26482,c
0,26499,c
0,26789,c
0,26872,c
0,27184,c
0,27817,c
0,27894,c
0,28013,c
0,28274,c
0,28287,c
0,28318,c
0,29111,c
0,29132,c
0,29299,c
0,29312,c
0,29430,c
0,29451,c
0,29716,c
0,29931,c
0,30246,c
0,30326,c
0,31711,c
0,31718,c
0,31826,c
0,32905,c
0,33194,c
0,33598,c
0,33605,c
0,33660,c
0,33872,c
0,33922,c
0,33973,c
0,33986,c
0,34078,c
0,34085,c
0,34485,c
0,34568,c
0,34585,c
0,34637,c
0,34652,c
0,34709,c
0,34722,c
0,34749,c
0,34762,c
0,36772,c
0,36811,c
0,36858,c
0,36865,c
0,36887,c
0,36924,c
0,36940,c
0,37000,c
0,37015,c
0,37106,c
0,37120,c
0,37196,c
0,37231,c
0,37361,c
0,37378,c
0,37427,c
0,37441,c
0,37508,c
0,37521,c
0,37565,c
0,37578,c
0,37875,c
0,38503,c
0,38877,c
0,38884,c
0,38891,c
0,38912,c
0,39109,c
0,39143,c
0,39526,c
0,39657,c
0,45138,c
0,45145,c
0,45152,c
0,45191,c
0,45573,c
0,45692,c
0,45762,c
0,46091,c
0,46131,c
0,46253,c
0,46298,c
0,46532,c
0,46539,c
0,46598,c
0,46898,c
0,46905,c
0,46912,c
0,46937,c
0,47649,c
0,47803,c
0,48193,c
0,48225,c
0,48309,c
0,48316,c
0,48506,c
0,48529,c
0,48670,c
0,50471,c
0,50484,c
0,50528,c
0,50541,c
0,50772,c
0,50913,c
0,50920,c
0,50927,c
0,51084,c
0,51451,c
0,51470,c
0,51687,c
0,51783,c
0,52445,c
0,52539,c
0,52915,c
0,52932,c
0,53126,c
0,53209,c
0,53439,c
0,54004,c
0,54018,c
0,54046,c
0,54159,c
0,54176,c
0,54298,c
0,54315,c
0,54564,c
0,55324,c
0,55492,c
0,55885,c
0,56042,c
0,56061,c
0,56208,c
0,56293,c
0,56300,c
0,56315,c
0,56709,c
0,56740,c
0,56783,c
0,56831,c
0,56838,c
0,56863,c
0,57457,c
0,57470,c
0,57587,c
0,57630,c
0,57637,c
0,57644,c
0,57701,c
0,57708,c
0,57715,c
0,57759,c
0,57766,c
0,57773,c
0,57811,c
0,57818,c
0,57825,c
0,57865,c
0,57872,c
0,57953,c
0,58285,c
0,58635,c
0,58643,c
0,58655,c
0,58669,c
0,58722,c
0,58729,c
0,58744,c
0,58843,c
0,58857,c
0,58927,c
0,58940,c
0,58967,c
0,58980,c
0,59036,c
0,59049,c
0,59124,c
0,59138,c
0,59215,c
0,59228,c
0,59274,c
0,59287,c
0,59632,c
0,59699,c
0,59724,c
0,60034,c
0,60351,c
0,60410,c
0,60425,c
0,60702,c
0,60798,c
0,60969,c
0,60983,c
0,61011,c
0,61128,c
0,61145,c
0,61267,c
0,61284,c
0,61534,c
0,62302,c
0,62470,c
0,62893,c
0,63198,c
0,63211,c
0,63311,c
0,63330,c
0,64446,c
0,64474,c
0,64938,c
0,64945,c
0,64952,c
0,65048,c
0,65311,c
0,65318,c
0,65414,c
0,65421,c
0,65428,c
0,65497,c
0,65745,c
0,65759,c
0,65804,c
0,65821,c
0,65956,c
0,65963,c
0,66002,c
0,66170,c
0,66190,c
0,66212,c
0,66231,c
0,66361,c
0,66368,c
0,66375,c
0,66382,c
0,66494,c
0,66524,c
0,66690,c
0,67035,c
0,67131,c
0,67336,c
0,67790,c
0,69435,c
0,69457,c
0,69801,c
0,69833,c
0,70249,c
0,70302,c
0,70410,c
0,70449,c
0,70581,c
0,70617,c
0,71230,c
0,71291,c
0,71425,c
0,71467,c
0,71630,c
0,71670,c
0,71777,c
0,71790,c
0,71842,c
0,71855,c
0,72210,c
0,72302,c
0,72327,c
0,72745,c
0,72869,c
0,73249,c
0,73681,c
0,73788,c
0,73819,c
0,73894,c
0,73901,c
0,73953,c
0,73960,c
0,73967,c
0,74014,c
0,74021,c
0,74084,c
0,74091,c
0,74155,c
0,74162,c
0,74169,c
0,74176,c
0,74183,c
0,74190,c
0,74249,c
0,74256,c
0,74302,c
0,74309,c
