7,8,p
10,11,p
10,26,c
10,30,c
12,13,p
12,28,c
14,15,p
14,26,s
14,36,l
14,46,l
14,50,l
14,87,p_c
14,91,p_d
14,91,p_u
14,99,p_u
14,102,p_u
16,17,p
16,28,s
16,89,p_c
16,93,p_d
18,14,s
18,19,p
18,41,l
18,87,p_d
18,87,p_u
20,16,s
20,21,p
20,42,l
20,89,p_d
20,89,p_u
26,91,p_c
28,93,p_c
41,56,c
42,57,c
56,111,p_c
57,113,p_c
58,56,s
58,59,p
58,66,l
58,71,l
58,111,p_d
58,111,p_u
60,57,s
60,61,p
60,69,l
60,74,l
60,113,p_d
60,113,p_u
62,63,p
62,67,s
62,73,l
62,115,p_d
62,115,p_u
66,67,l
66,110,p_u
67,115,p_c
69,70,l
69,109,p_u
70,100,p_c
71,70,s
71,100,p_d
73,98,p_c
74,73,s
74,98,p_d
79,89,n
80,79,c
81,87,n
82,81,c
83,93,n
84,83,c
85,91,n
86,85,c
87,41,p_c
87,88,k
89,42,p_c
89,90,k
91,36,p_c
91,92,k
91,96,c
91,102,c
93,94,k
93,95,c
93,101,c
95,109,c
96,110,c
97,101,c
98,97,c
98,118,k
99,46,p_c
99,102,c
100,99,c
100,117,k
102,50,p_c
103,115,n
104,103,c
105,113,n
106,105,c
107,111,n
108,107,c
109,70,p_c
109,98,n
110,67,p_c
110,100,n
111,66,p_c
111,71,p_c
111,112,k
113,69,p_c
113,74,p_c
113,114,k
115,73,p_c
115,116,k
